date,mgrsizeq,ind,weights
30/06/2000,3,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.034343015
30/06/2000,3,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.0288985
30/06/2000,3,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.12160793
30/06/2000,3,"Oil, Gas, and Coal Extraction and Products",.056410305
30/06/2000,3,"Business Equipment -- Computers, Software, and Electronic Equipment",.27944267
30/06/2000,3,Telephone and Television Transmission,.06342569
30/06/2000,3,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.092757106
30/06/2000,3,"Healthcare, Medical Equipment, and Drugs",.09420146
30/06/2000,3,Utilities,.018442258
30/06/2000,3,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.21047108
30/06/2000,4,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.04583998
30/06/2000,4,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.020352064
30/06/2000,4,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.13804436
30/06/2000,4,"Oil, Gas, and Coal Extraction and Products",.051902138
30/06/2000,4,"Business Equipment -- Computers, Software, and Electronic Equipment",.27493095
30/06/2000,4,Telephone and Television Transmission,.057545844
30/06/2000,4,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.088982992
30/06/2000,4,"Healthcare, Medical Equipment, and Drugs",.11690002
30/06/2000,4,Utilities,.019296562
30/06/2000,4,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.18620507
30/06/2000,5,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.064962596
30/06/2000,5,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.021053715
30/06/2000,5,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.15197009
30/06/2000,5,"Oil, Gas, and Coal Extraction and Products",.057315506
30/06/2000,5,"Business Equipment -- Computers, Software, and Electronic Equipment",.2195877
30/06/2000,5,Telephone and Television Transmission,.060791232
30/06/2000,5,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.091744773
30/06/2000,5,"Healthcare, Medical Equipment, and Drugs",.096967451
30/06/2000,5,Utilities,.02195031
30/06/2000,5,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.21365663
30/06/2000,6,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.032400895
30/06/2000,6,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.018678188
30/06/2000,6,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.11413153
30/06/2000,6,"Oil, Gas, and Coal Extraction and Products",.050015382
30/06/2000,6,"Business Equipment -- Computers, Software, and Electronic Equipment",.31739041
30/06/2000,6,Telephone and Television Transmission,.075185783
30/06/2000,6,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.092757218
30/06/2000,6,"Healthcare, Medical Equipment, and Drugs",.097859718
30/06/2000,6,Utilities,.020192929
30/06/2000,6,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.18138792
30/06/2000,7,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.032729257
30/06/2000,7,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.017932307
30/06/2000,7,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.13673054
30/06/2000,7,"Oil, Gas, and Coal Extraction and Products",.061277542
30/06/2000,7,"Business Equipment -- Computers, Software, and Electronic Equipment",.29770437
30/06/2000,7,Telephone and Television Transmission,.070998333
30/06/2000,7,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.089164674
30/06/2000,7,"Healthcare, Medical Equipment, and Drugs",.098946542
30/06/2000,7,Utilities,.025197959
30/06/2000,7,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.16931847
30/06/2000,8,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.032546271
30/06/2000,8,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.015317464
30/06/2000,8,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.12160518
30/06/2000,8,"Oil, Gas, and Coal Extraction and Products",.043771744
30/06/2000,8,"Business Equipment -- Computers, Software, and Electronic Equipment",.30867955
30/06/2000,8,Telephone and Television Transmission,.095337763
30/06/2000,8,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.091868401
30/06/2000,8,"Healthcare, Medical Equipment, and Drugs",.091519743
30/06/2000,8,Utilities,.016517932
30/06/2000,8,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.18283592
30/06/2000,9,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.031333275
30/06/2000,9,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.024565494
30/06/2000,9,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.12462314
30/06/2000,9,"Oil, Gas, and Coal Extraction and Products",.045841627
30/06/2000,9,"Business Equipment -- Computers, Software, and Electronic Equipment",.26235151
30/06/2000,9,Telephone and Television Transmission,.084371462
30/06/2000,9,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.085044734
30/06/2000,9,"Healthcare, Medical Equipment, and Drugs",.098653018
30/06/2000,9,Utilities,.023038533
30/06/2000,9,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.22017716
30/06/2000,10,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.030388063
30/06/2000,10,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.014596242
30/06/2000,10,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.12742905
30/06/2000,10,"Oil, Gas, and Coal Extraction and Products",.063404441
30/06/2000,10,"Business Equipment -- Computers, Software, and Electronic Equipment",.29686731
30/06/2000,10,Telephone and Television Transmission,.072728284
30/06/2000,10,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.089908265
30/06/2000,10,"Healthcare, Medical Equipment, and Drugs",.10741281
30/06/2000,10,Utilities,.019743836
30/06/2000,10,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.17752174
30/09/2000,1,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.037214015
30/09/2000,1,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.019215459
30/09/2000,1,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.12583545
30/09/2000,1,"Oil, Gas, and Coal Extraction and Products",.056074876
30/09/2000,1,"Business Equipment -- Computers, Software, and Electronic Equipment",.26915199
30/09/2000,1,Telephone and Television Transmission,.066068187
30/09/2000,1,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.091755092
30/09/2000,1,"Healthcare, Medical Equipment, and Drugs",.096931487
30/09/2000,1,Utilities,.019614808
30/09/2000,1,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.21813871
30/09/2000,2,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.036713153
30/09/2000,2,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.021097161
30/09/2000,2,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.11956096
30/09/2000,2,"Oil, Gas, and Coal Extraction and Products",.048135549
30/09/2000,2,"Business Equipment -- Computers, Software, and Electronic Equipment",.27964544
30/09/2000,2,Telephone and Television Transmission,.063036017
30/09/2000,2,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.094263397
30/09/2000,2,"Healthcare, Medical Equipment, and Drugs",.093347669
30/09/2000,2,Utilities,.021059029
30/09/2000,2,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.22314161
30/09/2000,3,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.032448269
30/09/2000,3,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.026858926
30/09/2000,3,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.11937445
30/09/2000,3,"Oil, Gas, and Coal Extraction and Products",.054299638
30/09/2000,3,"Business Equipment -- Computers, Software, and Electronic Equipment",.28689921
30/09/2000,3,Telephone and Television Transmission,.058910277
30/09/2000,3,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.090076111
30/09/2000,3,"Healthcare, Medical Equipment, and Drugs",.098656356
30/09/2000,3,Utilities,.018883556
30/09/2000,3,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.21359323
30/09/2000,4,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.046479695
30/09/2000,4,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.019422354
30/09/2000,4,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.13817921
30/09/2000,4,"Oil, Gas, and Coal Extraction and Products",.049376711
30/09/2000,4,"Business Equipment -- Computers, Software, and Electronic Equipment",.28179127
30/09/2000,4,Telephone and Television Transmission,.057643533
30/09/2000,4,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.086340681
30/09/2000,4,"Healthcare, Medical Equipment, and Drugs",.11856592
30/09/2000,4,Utilities,.017267829
30/09/2000,4,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.18493277
30/09/2000,5,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.064592406
30/09/2000,5,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.019969031
30/09/2000,5,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.15029009
30/09/2000,5,"Oil, Gas, and Coal Extraction and Products",.057377685
30/09/2000,5,"Business Equipment -- Computers, Software, and Electronic Equipment",.22812921
30/09/2000,5,Telephone and Television Transmission,.061509874
30/09/2000,5,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.089080192
30/09/2000,5,"Healthcare, Medical Equipment, and Drugs",.095751598
30/09/2000,5,Utilities,.020214573
30/09/2000,5,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.21308535
30/09/2000,6,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.031651214
30/09/2000,6,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.018225985
30/09/2000,6,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.11393296
30/09/2000,6,"Oil, Gas, and Coal Extraction and Products",.052462898
30/09/2000,6,"Business Equipment -- Computers, Software, and Electronic Equipment",.31423587
30/09/2000,6,Telephone and Television Transmission,.072433032
30/09/2000,6,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.089179792
30/09/2000,6,"Healthcare, Medical Equipment, and Drugs",.099336229
30/09/2000,6,Utilities,.021951608
30/09/2000,6,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.18659045
30/09/2000,7,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.030235693
30/09/2000,7,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.017726844
30/09/2000,7,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.13554086
30/09/2000,7,"Oil, Gas, and Coal Extraction and Products",.057361614
30/09/2000,7,"Business Equipment -- Computers, Software, and Electronic Equipment",.29527774
30/09/2000,7,Telephone and Television Transmission,.071355209
30/09/2000,7,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.089248069
30/09/2000,7,"Healthcare, Medical Equipment, and Drugs",.099296115
30/09/2000,7,Utilities,.025040416
30/09/2000,7,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.17891742
30/09/2000,8,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.031605721
30/09/2000,8,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.014569657
30/09/2000,8,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.12661624
30/09/2000,8,"Oil, Gas, and Coal Extraction and Products",.043211181
30/09/2000,8,"Business Equipment -- Computers, Software, and Electronic Equipment",.3124961
30/09/2000,8,Telephone and Television Transmission,.092325479
30/09/2000,8,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.089002803
30/09/2000,8,"Healthcare, Medical Equipment, and Drugs",.091582119
30/09/2000,8,Utilities,.016929314
30/09/2000,8,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.18166137
30/09/2000,9,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.031970888
30/09/2000,9,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.024003044
30/09/2000,9,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.12275255
30/09/2000,9,"Oil, Gas, and Coal Extraction and Products",.046392843
30/09/2000,9,"Business Equipment -- Computers, Software, and Electronic Equipment",.2677373
30/09/2000,9,Telephone and Television Transmission,.086375192
30/09/2000,9,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.083111852
30/09/2000,9,"Healthcare, Medical Equipment, and Drugs",.097339377
30/09/2000,9,Utilities,.021957777
30/09/2000,9,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.21835919
30/09/2000,10,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.031661659
30/09/2000,10,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.015918422
30/09/2000,10,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.12753122
30/09/2000,10,"Oil, Gas, and Coal Extraction and Products",.066487186
30/09/2000,10,"Business Equipment -- Computers, Software, and Electronic Equipment",.29507786
30/09/2000,10,Telephone and Television Transmission,.067943916
30/09/2000,10,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.088014632
30/09/2000,10,"Healthcare, Medical Equipment, and Drugs",.10661661
30/09/2000,10,Utilities,.020902514
30/09/2000,10,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.17984593
31/12/2000,1,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.044896804
31/12/2000,1,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.018279873
31/12/2000,1,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.12934014
31/12/2000,1,"Oil, Gas, and Coal Extraction and Products",.060736209
31/12/2000,1,"Business Equipment -- Computers, Software, and Electronic Equipment",.20735063
31/12/2000,1,Telephone and Television Transmission,.056777947
31/12/2000,1,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.10263117
31/12/2000,1,"Healthcare, Medical Equipment, and Drugs",.10947567
31/12/2000,1,Utilities,.024812302
31/12/2000,1,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.2456993
31/12/2000,2,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.045742754
31/12/2000,2,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.019441456
31/12/2000,2,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.12681465
31/12/2000,2,"Oil, Gas, and Coal Extraction and Products",.053983856
31/12/2000,2,"Business Equipment -- Computers, Software, and Electronic Equipment",.21053065
31/12/2000,2,Telephone and Television Transmission,.05517187
31/12/2000,2,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.10655391
31/12/2000,2,"Healthcare, Medical Equipment, and Drugs",.10226322
31/12/2000,2,Utilities,.025403799
31/12/2000,2,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.25409386
31/12/2000,3,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.04113391
31/12/2000,3,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.022357576
31/12/2000,3,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.12577704
31/12/2000,3,"Oil, Gas, and Coal Extraction and Products",.05983441
31/12/2000,3,"Business Equipment -- Computers, Software, and Electronic Equipment",.22083484
31/12/2000,3,Telephone and Television Transmission,.050240275
31/12/2000,3,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.10075802
31/12/2000,3,"Healthcare, Medical Equipment, and Drugs",.1146096
31/12/2000,3,Utilities,.024408128
31/12/2000,3,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.24004625
31/12/2000,4,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.056126654
31/12/2000,4,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.016734147
31/12/2000,4,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.14079
31/12/2000,4,"Oil, Gas, and Coal Extraction and Products",.052245308
31/12/2000,4,"Business Equipment -- Computers, Software, and Electronic Equipment",.21583326
31/12/2000,4,Telephone and Television Transmission,.052508716
31/12/2000,4,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.095944121
31/12/2000,4,"Healthcare, Medical Equipment, and Drugs",.13610499
