date,ind,avgRET
31/12/2005,Telephone and Television Transmission,.022095814
31/12/2005,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.030556874
31/12/2005,"Healthcare, Medical Equipment, and Drugs",.032608487
31/12/2005,Utilities,-.018452004
31/12/2005,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.029286072
31/03/2006,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.062523901
31/03/2006,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.1155868
31/03/2006,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.1290431
31/03/2006,"Oil, Gas, and Coal Extraction and Products",.16432843
31/03/2006,"Business Equipment -- Computers, Software, and Electronic Equipment",.13066541
31/03/2006,Telephone and Television Transmission,.074846596
31/03/2006,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.058966294
31/03/2006,"Healthcare, Medical Equipment, and Drugs",.04130305
31/03/2006,Utilities,.19127455
31/03/2006,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.0579569
30/06/2006,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.037164535
30/06/2006,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",-.009594555
30/06/2006,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",-.019187737
30/06/2006,"Oil, Gas, and Coal Extraction and Products",.03558711
30/06/2006,"Business Equipment -- Computers, Software, and Electronic Equipment",-.055925816
30/06/2006,Telephone and Television Transmission,.021878606
30/06/2006,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",-.030742073
30/06/2006,"Healthcare, Medical Equipment, and Drugs",-.02449826
30/06/2006,Utilities,.0084830234
30/06/2006,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",-.0089932503
30/09/2006,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.063501328
30/09/2006,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.04096707
30/09/2006,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.020758603
30/09/2006,"Oil, Gas, and Coal Extraction and Products",.02479931
30/09/2006,"Business Equipment -- Computers, Software, and Electronic Equipment",.07153517
30/09/2006,Telephone and Television Transmission,.14636402
30/09/2006,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.053952813
30/09/2006,"Healthcare, Medical Equipment, and Drugs",.070234857
30/09/2006,Utilities,.17432709
30/09/2006,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.087999456
31/12/2006,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.10082766
31/12/2006,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.17204627
31/12/2006,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.11369739
31/12/2006,"Oil, Gas, and Coal Extraction and Products",.20795986
31/12/2006,"Business Equipment -- Computers, Software, and Electronic Equipment",.14120553
31/12/2006,Telephone and Television Transmission,.21784721
31/12/2006,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.059343915
31/12/2006,"Healthcare, Medical Equipment, and Drugs",.016228456
31/12/2006,Utilities,.10232702
31/12/2006,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.14589922
31/03/2007,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.062749013
31/03/2007,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.024642207
31/03/2007,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.053151339
31/03/2007,"Oil, Gas, and Coal Extraction and Products",-.07561285
31/03/2007,"Business Equipment -- Computers, Software, and Electronic Equipment",.040076114
31/03/2007,Telephone and Television Transmission,.032853942
31/03/2007,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.039325416
31/03/2007,"Healthcare, Medical Equipment, and Drugs",.045016784
31/03/2007,Utilities,.056603089
31/03/2007,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.027894545
30/06/2007,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.069345303
30/06/2007,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",.055734355
30/06/2007,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.10546939
30/06/2007,"Oil, Gas, and Coal Extraction and Products",.28121868
30/06/2007,"Business Equipment -- Computers, Software, and Electronic Equipment",.10793034
30/06/2007,Telephone and Television Transmission,.16383271
30/06/2007,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.10305498
30/06/2007,"Healthcare, Medical Equipment, and Drugs",.038865991
30/06/2007,Utilities,.1616217
30/06/2007,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.077748396
30/09/2007,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.041534599
30/09/2007,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",-.030034794
30/09/2007,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",.056767084
30/09/2007,"Oil, Gas, and Coal Extraction and Products",.27694979
30/09/2007,"Business Equipment -- Computers, Software, and Electronic Equipment",.086094178
30/09/2007,Telephone and Television Transmission,.16580878
30/09/2007,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",-.023783706
30/09/2007,"Healthcare, Medical Equipment, and Drugs",.022486866
30/09/2007,Utilities,-.026322678
30/09/2007,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.070374623
31/12/2007,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.040899973
31/12/2007,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",-.038788185
31/12/2007,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",-.0081708897
31/12/2007,"Oil, Gas, and Coal Extraction and Products",.038909979
31/12/2007,"Business Equipment -- Computers, Software, and Electronic Equipment",-.048083879
31/12/2007,Telephone and Television Transmission,.047520932
31/12/2007,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.00099285599
31/12/2007,"Healthcare, Medical Equipment, and Drugs",-.020407049
31/12/2007,Utilities,-.0124476
31/12/2007,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",-.026752658
31/03/2008,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",-.034064133
31/03/2008,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",-.089708418
31/03/2008,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",-.053836845
31/03/2008,"Oil, Gas, and Coal Extraction and Products",-.17849401
31/03/2008,"Business Equipment -- Computers, Software, and Electronic Equipment",-.084626861
31/03/2008,Telephone and Television Transmission,-.098774977
31/03/2008,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",-.027982045
31/03/2008,"Healthcare, Medical Equipment, and Drugs",-.063292444
31/03/2008,Utilities,.035688661
31/03/2008,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",.015725829
30/06/2008,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",-.062757209
30/06/2008,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",-.052576501
30/06/2008,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",-.0080433851
30/06/2008,"Oil, Gas, and Coal Extraction and Products",.15307422
30/06/2008,"Business Equipment -- Computers, Software, and Electronic Equipment",-.021387478
30/06/2008,Telephone and Television Transmission,-.073910832
30/06/2008,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",-.022712408
30/06/2008,"Healthcare, Medical Equipment, and Drugs",.02080144
30/06/2008,Utilities,-.02987124
30/06/2008,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",-.10630685
30/09/2008,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",.0011534501
30/09/2008,"Consumer Durables -- Cars, TV's, Furniture, Household Appliances",-.10417373
30/09/2008,"Manufacturing -- Machinery, Trucks, Planes, Chemicals, Off Furn, Paper, Com Printing",-.10342605
30/09/2008,"Oil, Gas, and Coal Extraction and Products",-.25977099
30/09/2008,"Business Equipment -- Computers, Software, and Electronic Equipment",-.09559048
30/09/2008,Telephone and Television Transmission,-.15409619
30/09/2008,"Wholesale, Retail, and Some Services (Laundries, Repair Shops)",.024232317
30/09/2008,"Healthcare, Medical Equipment, and Drugs",.0050961636
30/09/2008,Utilities,-.032532047
30/09/2008,"Other -- Mines, Constr, BldMt, Trans, Hotels, Bus Serv, Entertainment, Finance",-.045871075
31/12/2008,"Consumer NonDurables -- Food, Tobacco, Textiles, Apparel, Leather, Toys",-.14742182
